resultId;raceId;driverId;constructorId;grid;position
13064;536;231;1;14;0
13065;536;238;32;1;0
13066;536;211;63;0;0
13067;536;243;21;0;0
13068;536;209;57;0;0
13069;536;245;1;0;0
13070;537;207;32;1;1
13071;537;222;59;4;2
13072;537;172;27;7;3
13073;537;224;56;10;4
13074;537;202;25;16;5
13075;537;212;32;18;6
13076;537;187;34;5;7
13077;537;203;6;15;8
13078;537;119;21;14;9
13079;537;177;59;19;10
13080;537;229;57;17;11
13081;537;243;21;23;0
13082;537;238;32;2;0
13083;537;231;1;8;0
13084;537;178;3;6;0
13085;537;137;57;21;0
13086;537;230;63;20;0
13087;537;175;1;11;0
13088;537;199;6;12;0
13089;537;182;34;3;0
13090;537;219;4;9;0
13091;537;200;54;22;0
13092;537;233;58;24;0
13093;537;221;25;13;0
13094;537;223;58;0;0
13095;537;197;54;0;0
13096;537;211;63;0;0
13097;537;232;60;0;0
13098;537;163;65;0;0
13099;537;239;1;0;0
13100;538;238;32;1;1
13101;538;221;25;14;2
13102;538;203;6;11;3
13103;538;224;56;6;4
13104;538;172;27;5;5
13105;538;230;63;21;6
13106;538;187;34;10;7
13107;538;239;1;17;8
13108;538;163;65;26;9
13109;538;223;58;22;0
13110;538;177;59;25;0
13111;538;206;57;19;0
13112;538;175;1;14;0
13113;538;233;58;23;0
13114;538;219;4;3;0
13115;538;199;6;12;0
13116;538;182;34;4;0
13117;538;202;25;9;0
13118;538;231;1;8;0
13119;538;178;3;15;0
13120;538;119;21;16;0
13121;538;229;57;24;0
13122;538;212;32;18;0
13123;538;137;1;20;0
13124;538;222;59;7;0
13125;538;207;32;2;0
13126;538;232;60;0;0
13127;538;200;54;0;0
13128;538;211;63;0;0
13129;538;246;54;0;0
13130;538;243;21;0;0
13131;539;207;32;1;1
13132;539;238;32;2;2
13133;539;182;34;3;3
13134;539;187;34;8;4
13135;539;224;56;10;5
13136;539;203;6;5;6
13137;539;199;6;4;7
13138;539;172;27;6;8
13139;539;175;1;14;9
13140;539;231;1;7;10
13141;539;212;32;20;11
13142;539;222;59;15;12
13143;539;152;1;19;0
13144;539;233;58;18;0
13145;539;163;65;23;0
13146;539;232;60;26;0
13147;539;230;63;22;0
13148;539;219;4;9;0
13149;539;239;1;21;0
13150;539;177;59;24;0
13151;539;178;3;11;0
13152;539;137;1;25;0
13153;539;221;25;12;0
13154;539;206;57;16;0
13155;539;119;21;13;0
13156;539;202;25;17;0
13157;539;211;63;0;0
13158;539;223;58;0;0
13159;539;247;54;0;0
13160;539;200;54;0;0
13161;539;229;57;0;0
13162;539;240;58;0;0
13163;539;243;21;0;0
13164;540;182;34;4;1
13165;540;187;34;7;2
13166;540;199;6;11;3
13167;540;172;27;8;4
13168;540;175;1;19;5
13169;540;207;32;1;6
13170;540;203;6;2;7
13171;540;224;56;13;8
13172;540;137;1;24;9
13173;540;206;57;18;10
13174;540;221;25;16;11
13175;540;222;59;9;12
13176;540;178;3;6;13
13177;540;152;1;20;14
13178;540;223;58;15;0
13179;540;119;21;12;0
13180;540;231;1;10;0
13181;540;232;60;22;0
13182;540;219;4;3;0
13183;540;238;32;5;0
13184;540;202;25;14;0
13185;540;233;58;17;0
13186;540;239;1;21;0
13187;540;230;63;23;0
13188;540;212;32;0;0
13189;540;229;54;0;0
13190;540;247;54;0;0
13191;540;248;63;0;0
13192;540;229;57;0;0
13193;540;177;59;0;0
13194;540;243;21;0;0
13195;540;244;60;0;0
13196;541;199;6;2;1
13197;541;178;3;3;2
13198;541;222;59;11;3
13199;541;219;4;9;4
13200;541;224;56;13;5
13201;541;175;1;18;6
13202;541;231;1;6;7
13203;541;206;57;19;8
13204;541;163;65;21;9
13205;541;202;25;16;10
13206;541;172;27;10;11
13207;541;249;59;20;12
13208;541;239;57;24;13
13209;541;223;58;17;14
13210;541;197;32;8;15
13211;541;243;21;22;16
13212;541;232;60;26;0
13213;541;247;54;25;0
13214;541;182;34;5;0
13215;541;207;32;1;0
13216;541;187;34;7;0
13217;541;221;25;12;0
13218;541;203;6;4;0
13219;541;177;54;15;0
13220;541;233;58;14;0
13221;541;212;32;23;0
13222;541;213;63;0;0
13223;542;203;6;3;1
13224;542;222;59;2;2
13225;542;199;6;11;3
13226;542;119;21;12;4
13227;542;221;25;13;5
13228;542;206;57;15;6
13229;542;202;25;18;7
13230;542;175;1;17;8
13231;542;178;3;5;9
13232;542;207;32;9;10
13233;542;137;34;14;11
13234;542;219;4;22;12
13235;542;177;54;21;0
13236;542;172;27;10;0
13237;542;231;1;19;0
13238;542;197;32;1;0
13239;542;163;63;16;0
13240;542;249;59;20;0
13241;542;187;34;4;0
13242;542;182;34;7;0
13243;542;233;58;8;0
13244;542;224;56;6;0
13245;542;223;58;0;0
13246;542;213;63;0;0
13247;542;232;60;0;0
13248;542;212;32;0;0
13249;542;243;21;0;0
13250;542;247;54;0;0
13251;543;222;59;11;1
13252;543;250;34;6;2
13253;543;199;6;7;3
13254;543;224;56;16;4
13255;543;207;32;8;5
13256;543;223;57;12;6
13257;543;230;63;13;7
13258;543;251;37;17;0
13259;543;252;58;9;0
13260;543;187;34;2;0
13261;543;237;37;20;0
13262;543;172;27;15;0
13263;543;221;25;3;0
13264;543;231;1;1;0
13265;543;200;1;5;0
13266;543;238;25;14;0
13267;543;253;56;19;0
13268;543;182;6;4;0
13269;543;246;63;18;0
13270;543;254;58;21;0
13271;543;255;32;10;0
13272;544;199;6;2;1
13273;544;231;1;1;2
13274;544;182;6;13;3
13275;544;224;56;16;4
13276;544;255;32;10;5
13277;544;254;58;18;6
13278;544;253;56;19;7
13279;544;250;34;12;0
13280;544;252;58;5;0
13281;544;246;63;20;0
13282;544;187;34;7;0
13283;544;172;27;14;0
13284;544;221;25;6;0
13285;544;207;32;3;0
13286;544;237;37;21;0
13287;544;200;1;4;0
13288;544;238;25;8;0
13289;544;223;57;9;0
13290;544;230;63;11;0
13291;544;222;59;15;0
13292;544;251;37;17;0
13293;544;256;66;22;0
13294;545;182;6;3;1
13295;545;222;59;5;2
13296;545;221;25;4;3
13297;545;231;1;1;4
13298;545;200;1;12;5
13299;545;187;34;11;6
13300;545;230;63;14;7
13301;545;199;6;8;8
13302;545;223;57;16;9
13303;545;224;56;9;10
13304;545;246;63;19;11
13305;545;255;32;10;12
13306;545;250;34;2;13
13307;545;239;37;23;14
13308;545;256;66;22;15
13309;545;237;37;17;0
13310;545;233;37;18;0
13311;545;207;32;6;0
13312;545;257;37;21;0
13313;545;172;27;12;0
13314;545;252;58;15;0
13315;545;254;58;20;0
13316;545;238;25;7;0
13317;546;207;32;2;1
13318;546;182;6;1;2
13319;546;222;59;3;3
13320;546;221;25;12;4
13321;546;224;56;7;5
13322;546;197;67;9;6
13323;546;231;1;8;7
13324;546;255;32;16;8
13325;546;172;27;5;9
13326;546;205;37;18;10
13327;546;246;63;19;11
13328;546;238;25;10;0
13329;546;223;57;13;0
13330;546;233;34;17;0
13331;546;178;58;14;0
13332;546;200;1;15;0
13333;546;187;34;6;0
13334;546;254;58;20;0
13335;546;237;37;22;0
13336;546;199;6;4;0
13337;546;239;37;21;0
13338;546;230;63;11;0
13339;547;207;32;1;1
13340;547;199;6;4;2
13341;547;222;59;5;3
13342;547;200;1;9;4
13343;547;255;32;12;5
13344;547;233;34;13;6
13345;547;172;27;2;7
13346;547;238;25;15;8
13347;547;246;63;20;9
13348;547;239;37;28;10
13349;547;251;37;17;11
13350;547;258;37;22;12
13351;547;208;1;23;13
13352;547;224;56;19;14
13353;547;187;34;6;0
13354;547;178;58;14;0
13355;547;211;64;16;0
13356;547;229;64;10;0
13357;547;254;58;24;0
13358;547;232;37;21;0
13359;547;221;25;10;0
13360;547;231;1;7;0
13361;547;223;57;8;0
13362;547;230;63;11;0
13363;547;182;6;3;0
13364;547;197;67;0;0
13365;547;237;37;0;0
13366;547;257;37;0;0
13367;547;205;37;0;0
13368;547;259;68;0;0
13369;547;260;66;0;0
13370;548;222;59;2;1
13371;548;182;6;6;2
13372;548;199;6;3;3
13373;548;200;1;9;4
13374;548;207;32;10;5
13375;548;178;58;11;6
13376;548;172;27;16;7
13377;548;230;63;14;8
13378;548;119;58;15;9
13379;548;235;57;17;10
13380;548;197;67;12;11
13381;548;211;64;20;12
13382;548;255;32;13;0
13383;548;187;34;1;0
13384;548;221;25;8;0
13385;548;246;63;19;0
13386;548;224;56;18;0
13387;548;231;1;7;0
13388;548;233;34;5;0
13389;548;238;25;4;0
13390;548;232;37;0;0
13391;548;257;37;0;0
13392;548;229;64;0;0
13393;548;223;57;0;0
13394;548;237;37;0;0
13395;548;251;37;0;0
13396;549;255;32;3;1
13397;549;182;6;11;2
13398;549;238;25;8;3
13399;549;230;63;12;4
13400;549;178;58;17;5
13401;549;233;34;18;6
13402;549;231;1;9;7
13403;549;221;25;5;8
13404;549;229;64;25;9
13405;549;258;37;24;10
13406;549;197;67;26;11
13407;549;256;63;23;12
13408;549;259;68;20;13
13409;549;232;37;14;14
13410;549;257;37;27;0
13411;549;222;59;4;0
13412;549;200;1;6;0
13413;549;172;27;10;0
13414;549;223;57;13;0
13415;549;199;6;7;0
13416;549;211;64;19;0
13417;549;119;58;15;0
13418;549;251;37;21;0
13419;549;224;56;16;0
13420;549;207;32;1;0
13421;549;187;34;2;0
13422;549;208;1;0;0
13423;549;237;37;0;0
13424;549;260;66;0;0
13425;549;261;37;0;0
13426;549;212;64;0;0
13427;550;172;27;8;1
13428;550;200;1;9;2
13429;550;199;6;12;3
13430;550;221;25;6;4
13431;550;187;34;2;5
13432;550;207;32;1;6
13433;550;223;57;14;7
13434;550;197;67;17;8
13435;550;262;58;16;9
13436;550;233;34;5;10
13437;550;239;1;22;11
13438;550;231;1;3;12
13439;550;211;64;24;13
13440;550;259;68;19;14
13441;550;258;37;20;15
13442;550;229;64;23;16
13443;550;178;58;11;17
13444;550;224;56;18;18
13445;550;255;32;7;19
13446;550;251;37;21;0
13447;550;230;63;13;0
13448;550;182;6;15;0
13449;550;222;59;4;0
13450;550;238;25;10;0
13451;550;237;37;0;0
13452;550;208;1;0;0
13453;550;256;63;0;0
13454;550;257;37;0;0
13455;550;212;64;0;0
13456;550;260;66;0;0
13457;550;263;37;0;0
13458;551;207;32;1;1
13459;551;187;34;4;2
13460;551;231;1;2;3
13461;551;255;32;3;4
13462;551;182;6;9;5
13463;551;199;6;6;6
13464;551;223;57;16;7
13465;551;172;27;5;8
13466;551;200;1;7;9
13467;551;211;64;14;10
13468;551;224;56;22;11
13469;551;238;25;17;12
13470;551;230;63;11;13
13471;551;251;37;20;0
13472;551;222;59;8;0
13473;551;233;34;13;0
13474;551;178;58;10;0
13475;551;232;37;18;0
13476;551;221;25;12;0
13477;551;119;58;15;0
13478;551;259;68;21;0
13479;551;197;67;19;0
13480;551;237;37;0;0
13481;551;258;37;0;0
13482;551;239;1;0;0
13483;551;229;64;0;0
13484;551;256;63;0;0
13485;551;212;64;0;0
13486;551;175;63;0;0
13487;551;260;66;0;0
13488;552;231;1;1;1
13489;552;182;6;3;2
13490;552;255;32;5;3
13491;552;200;1;11;4
13492;552;233;34;7;5
13493;552;172;27;15;6
13494;552;178;58;12;7
13495;552;230;63;8;8
13496;552;197;67;20;9
13497;552;258;37;26;10
13498;552;203;1;9;11
13499;552;267;63;23;12
13500;552;239;1;19;13
13501;552;207;32;6;14
13502;552;199;6;14;15
13503;552;187;34;2;0
13504;552;222;59;4;0
13505;552;224;56;22;0
13506;552;232;37;17;0
13507;552;119;58;25;0
13508;552;221;25;18;0
13509;552;219;4;21;0
13510;552;251;37;24;0
13511;552;238;25;16;0
13512;552;175;57;10;0
13513;552;211;64;13;0
13514;552;237;37;0;0
13515;552;223;57;0;0
13516;552;205;37;0;0
13517;552;208;1;0;0
13518;552;259;68;0;0
13519;552;264;37;0;0
13520;552;265;66;0;0
13521;552;245;63;0;0
13522;552;266;69;0;0
13523;552;263;37;0;0
13524;553;182;6;3;1
13525;553;222;59;1;2
13526;553;233;34;5;3
13527;553;199;6;8;4
13528;553;230;63;10;5
13529;553;175;57;11;6
13530;553;267;63;19;7
13531;553;237;37;20;8
13532;553;238;25;14;9
13533;553;119;58;16;10
13534;553;211;64;23;0
13535;553;207;32;7;0
13536;553;231;1;4;0
13537;553;255;32;9;0
13538;553;200;1;13;0
13539;553;221;25;15;0
13540;553;172;27;6;0
13541;553;212;64;24;0
13542;553;239;1;21;0
13543;553;251;37;19;0
13544;553;187;34;2;0
13545;553;197;67;12;0
13546;553;178;58;17;0
13547;553;268;67;25;0
13548;553;258;37;0;0
13549;553;208;1;0;0
13550;553;224;56;0;0
13551;553;232;37;0;0
13552;553;269;66;0;0
13553;554;178;58;14;1
13554;554;182;6;1;2
13555;554;233;34;4;3
13556;554;199;6;5;4
13557;554;238;25;15;5
13558;554;200;1;9;6
13559;554;211;64;20;7
13560;554;187;34;12;8
13561;554;258;37;22;9
13562;554;239;1;17;10
13563;554;224;56;23;11
13564;554;246;67;19;12
13565;554;221;25;10;13
13566;554;197;67;18;14
13567;554;230;63;13;15
13568;554;267;63;25;16
13569;554;208;1;26;17
13570;554;222;59;8;0
13571;554;231;1;2;0
13572;554;175;57;7;0
13573;554;255;32;16;0
13574;554;232;58;21;0
13575;554;172;27;6;0
13576;554;207;32;3;0
13577;554;251;37;24;0
13578;554;223;57;11;0
13579;554;205;37;0;0
13580;554;270;64;0;0
13581;554;212;64;0;0
13582;554;237;37;0;0
13583;555;182;6;4;1
13584;555;172;27;2;2
13585;555;222;59;15;3
13586;555;224;56;17;4
13587;555;175;57;12;5
13588;555;199;6;6;6
13589;555;233;34;19;7
13590;555;246;67;18;8
13591;555;239;1;20;9
13592;555;251;37;25;10
13593;555;237;37;24;11
13594;555;230;63;22;12
13595;555;119;58;16;13
13596;555;205;70;23;0
13597;555;219;4;10;0
13598;555;255;32;5;0
13599;555;178;58;13;0
13600;555;221;25;11;0
13601;555;238;25;7;0
13602;555;223;57;9;0
13603;555;207;32;1;0
13604;555;211;64;26;0
13605;555;231;1;3;0
13606;555;197;67;21;0
13607;555;187;34;8;0
13608;555;200;1;14;0
13609;555;258;37;0;0
13610;555;232;37;0;0
13611;555;267;63;0;0
13612;555;270;64;0;0
13613;555;257;37;0;0
13614;555;212;64;0;0
13615;555;269;66;0;0
13616;555;247;37;0;0
13617;556;207;32;4;1
13618;556;182;6;5;2
13619;556;178;58;16;3
13620;556;200;1;9;4
13621;556;223;57;7;5
13622;556;238;25;12;6
13623;556;258;37;24;7
13624;556;172;27;8;8
13625;556;211;64;23;9
13626;556;251;37;17;0
13627;556;199;6;2;0
13628;556;119;58;6;0
13629;556;152;1;15;0
13630;556;233;34;11;0
13631;556;231;1;1;0
13632;556;221;25;13;0
13633;556;222;59;3;0
13634;556;219;4;20;0
13635;556;197;67;18;0
13636;556;175;57;21;0
13637;556;230;63;10;0
13638;556;255;32;22;0
13639;556;239;1;19;0
13640;556;187;34;14;0
13641;556;237;37;0;0
13642;556;224;56;0;0
13643;556;241;63;0;0
13644;556;205;70;0;0
13645;556;208;1;0;0
13646;556;270;64;0;0
13647;556;269;66;0;0
13648;556;246;67;0;0
13649;556;271;71;0;0
13650;556;220;34;0;0
13651;557;231;1;1;1
13652;557;207;32;4;2
13653;557;222;59;9;3
13654;557;182;6;7;4
13655;557;223;57;19;5
13656;557;199;6;6;6
13657;557;172;27;10;7
13658;557;211;64;20;8
13659;557;197;58;16;9
13660;557;239;1;17;10
13661;557;246;63;25;11
13662;557;187;34;3;12
13663;557;224;56;18;13
13664;557;221;25;8;14
13665;557;237;37;23;15
13666;557;238;25;5;16
13667;557;270;64;22;17
13668;557;258;37;24;18
13669;557;230;63;11;19
13670;557;219;4;14;0
13671;557;255;32;12;0
13672;557;233;34;2;0
13673;557;251;37;21;0
13674;557;200;1;15;0
13675;557;240;67;26;0
13676;557;178;58;13;0
13677;557;175;57;0;0
13678;558;222;59;9;1
13679;558;221;25;6;2
13680;558;200;1;5;3
13681;558;178;58;7;4
13682;558;175;57;16;5
13683;558;230;63;15;6
13684;558;240;67;22;7
13685;558;237;37;23;8
13686;558;207;32;1;9
13687;558;119;58;8;10
13688;558;239;1;20;11
13689;558;203;6;17;12
13690;558;231;1;2;0
13691;558;258;37;21;0
13692;558;238;25;3;0
13693;558;211;64;25;0
13694;558;246;63;24;0
13695;558;251;37;18;0
13696;558;224;56;19;0
13697;558;199;6;12;0
13698;558;233;34;13;0
13699;558;255;32;4;0
13700;558;172;27;11;0
13701;558;187;34;10;0
13702;558;223;57;14;0
13703;558;270;64;0;0
13704;558;219;4;0;0
13705;559;231;1;2;1
13706;559;199;6;7;2
13707;559;221;25;15;3
13708;559;178;58;12;4
13709;559;172;27;5;5
13710;559;119;58;13;6
13711;559;233;34;4;7
13712;559;230;63;9;8
13713;559;272;25;22;9
13714;559;222;59;6;10
13715;559;273;72;11;11
13716;559;237;37;23;12
13717;559;255;32;14;0
13718;559;223;57;10;0
13719;559;187;34;3;0
13720;559;200;1;8;0
13721;559;175;57;16;0
13722;559;238;25;18;0
13723;559;203;6;20;0
13724;559;197;27;17;0
13725;559;207;32;1;0
13726;559;274;72;19;0
13727;559;246;63;21;0
13728;560;182;6;2;1
13729;560;221;25;9;2
13730;560;252;58;12;3
13731;560;233;37;14;4
13732;560;222;25;13;5
13733;560;200;1;6;6
13734;560;223;6;4;7
13735;560;235;59;19;8
13736;560;254;3;17;9
13737;560;250;204;10;10
13738;560;253;56;20;11
13739;560;199;204;15;12
13740;560;224;56;5;13
13741;560;275;37;22;14
13742;560;197;58;3;0
13743;560;231;1;1;0
13744;560;230;37;7;0
13745;560;172;27;11;0
13746;560;238;32;18;0
13747;560;207;32;16;0
13748;560;187;67;8;0
13749;560;270;66;21;0
13750;561;182;6;2;1
13751;561;231;1;1;2
13752;561;200;1;4;3
13753;561;222;25;12;4
13754;561;187;67;3;5
13755;561;207;73;13;6
13756;561;252;58;7;7
13757;561;230;37;5;8
13758;561;221;25;6;9
13759;561;276;32;23;10
13760;561;239;63;20;11
13761;561;233;37;17;12
13762;561;277;59;22;13
13763;561;278;57;18;14
13764;561;229;64;24;15
13765;561;235;59;19;16
13766;561;224;56;21;17
13767;561;223;6;9;0
13768;561;172;27;8;0
13769;561;197;58;15;0
13770;561;250;204;14;0
13771;561;255;32;25;0
13772;561;199;204;11;0
13773;561;238;37;13;0
13774;561;251;25;16;0
13775;562;223;6;1;1
13776;562;182;6;4;2
13777;562;221;25;2;3
13778;562;172;27;12;4
13779;562;200;1;14;5
13780;562;224;56;16;6
13781;562;197;58;7;7
13782;562;278;57;17;8
13783;562;250;204;13;9
13784;562;238;37;6;10
13785;562;178;63;19;0
13786;562;187;67;9;0
13787;562;222;25;11;0
13788;562;252;58;5;0
13789;562;207;73;15;0
13790;562;231;1;3;0
13791;562;233;37;18;0
13792;562;230;37;20;0
13793;562;199;204;10;0
13794;562;255;32;8;0
13795;562;277;59;0;0
13796;562;253;56;0;0
13797;562;232;37;0;0
13798;562;276;32;0;0
13799;562;235;59;0;0
13800;562;229;64;0;0
13801;562;239;63;0;0
13802;563;231;1;1;1
13803;563;182;6;2;2
13804;563;255;32;7;3
13805;563;199;204;12;4
13806;563;278;57;10;5
13807;563;250;204;11;6
13808;563;235;59;21;7
13809;563;252;58;22;8
13810;563;178;63;20;9
13811;563;277;59;23;10
13812;563;223;6;5;11
13813;563;172;27;8;12
13814;563;256;70;24;13
13815;563;200;1;4;0
13816;563;197;58;15;0
13817;563;222;25;14;0
13818;563;187;67;13;0
13819;563;232;37;18;0
13820;563;207;32;9;0
13821;563;221;25;3;0
13822;563;230;37;6;0
13823;563;233;37;17;0
13824;563;238;37;16;0
13825;563;224;56;19;0
13826;563;239;63;0;0
13827;563;271;182;0;0
13828;563;279;3;0;0
13829;563;208;182;0;0
13830;563;229;64;0;0
13831;563;253;56;0;0
13832;564;182;6;1;1
13833;564;223;6;2;2
13834;564;172;27;4;3
13835;564;222;25;7;4
13836;564;178;63;16;5
13837;564;200;1;18;6
13838;564;187;67;17;7
13839;564;256;70;20;8
13840;564;197;58;14;9
13841;564;252;58;13;10
13842;564;277;59;25;11
13843;564;271;182;23;12
13844;564;239;63;26;0
13845;564;250;204;9;0
13846;564;278;57;8;0
13847;564;231;1;3;0
13848;564;233;37;15;0
13849;564;229;64;24;0
13850;564;221;25;4;0
13851;564;207;32;11;0
13852;564;258;182;19;0
13853;564;232;37;21;0
13854;564;199;204;12;0
13855;564;238;37;10;0
13856;564;255;32;22;0
13857;564;230;37;5;0
13858;564;224;56;0;0
13859;564;235;59;0;0
13860;564;265;64;0;0
13861;565;182;6;1;1
13862;565;222;25;5;2
13863;565;221;25;4;3
13864;565;233;37;6;4
13865;565;200;1;11;5
13866;565;224;56;7;6
13867;565;252;58;15;7
13868;565;197;58;10;8
13869;565;250;204;13;9
13870;565;187;67;17;10
13871;565;277;59;18;11
13872;565;172;27;8;12
13873;565;278;57;12;13
13874;565;223;6;2;14
13875;565;255;32;16;0
13876;565;238;37;3;0
13877;565;231;1;14;0
13878;565;230;37;9;0
13879;565;178;63;19;0
13880;565;199;204;20;0
13881;565;235;59;0;0
13882;565;280;63;0;0
13883;565;256;70;0;0
13884;565;229;64;0;0
13885;565;232;37;0;0
13886;566;222;25;1;1
13887;566;221;25;4;2
13888;566;182;6;5;3
13889;566;172;27;7;4
13890;566;231;1;8;5
13891;566;223;6;11;6
13892;566;238;37;9;7
13893;566;250;204;10;8
13894;566;252;58;12;9
13895;566;230;37;15;10
13896;566;200;1;13;11
13897;566;197;58;14;12
13898;566;178;63;18;13
13899;566;232;37;19;14
13900;566;239;63;24;15
13901;566;229;64;23;0
13902;566;233;37;20;0
13903;566;207;32;2;0
13904;566;278;57;3;0
13905;566;277;59;25;0
13906;566;256;70;22;0
13907;566;224;56;21;0
13908;566;271;182;26;0
13909;566;255;32;6;0
13910;566;199;204;16;0
13911;566;187;67;17;0
13912;566;281;182;0;0
13913;567;231;1;1;1
13914;567;221;25;3;2
13915;567;187;67;8;3
13916;567;250;204;5;4
13917;567;207;32;7;5
13918;567;222;25;9;6
13919;567;233;37;17;7
13920;567;252;58;16;8
13921;567;232;37;20;9
13922;567;235;59;19;10
13923;567;199;204;10;11
13924;567;197;58;15;12
13925;567;277;59;22;13
13926;567;172;27;13;14
13927;567;200;1;14;15
13928;567;239;63;23;16
13929;567;265;64;25;17
13930;567;258;57;26;18
13931;567;238;37;6;19
13932;567;178;63;18;0
13933;567;230;37;11;0
13934;567;224;56;21;0
13935;567;280;63;24;0
13936;567;223;6;4;0
13937;567;182;6;2;0
13938;567;255;32;12;0
13939;567;229;64;29;0
13940;567;282;182;0;0
13941;567;253;56;0;0
13942;567;271;182;0;0
13943;568;182;6;1;1
13944;568;222;25;8;2
13945;568;187;67;11;3
13946;568;252;58;20;4
13947;568;178;63;19;5
13948;568;224;56;21;6
13949;568;229;64;23;7
13950;568;250;204;16;8
13951;568;197;58;24;9
13952;568;231;1;2;0
13953;568;255;32;14;0
13954;568;238;37;7;0
13955;568;239;63;18;0
13956;568;221;25;5;0
13957;568;199;204;15;0
13958;568;232;37;9;0
13959;568;223;6;4;0
13960;568;172;27;13;0
13961;568;276;182;22;0
13962;568;230;37;10;0
13963;568;280;63;26;0
13964;568;278;57;6;0
13965;568;207;32;3;0
13966;568;200;1;12;0
13967;568;233;37;17;0
13968;568;265;64;25;0
13969;568;235;59;0;0
13970;568;242;63;0;0
13971;568;283;58;0;0
13972;568;275;182;0;0
13973;569;231;1;1;1
13974;569;222;25;8;2
13975;569;200;1;9;3
13976;569;250;204;7;4
13977;569;255;32;16;5
13978;569;243;204;15;6
13979;569;187;67;19;7
13980;569;252;58;18;8
13981;569;223;6;5;9
13982;569;178;63;14;10
13983;569;197;58;23;11
13984;569;207;32;12;12
13985;569;224;56;20;13
13986;569;284;25;26;14
13987;569;265;64;25;15
13988;569;232;59;21;0
13989;569;230;37;13;0
13990;569;221;25;3;0
13991;569;199;204;10;0
13992;569;238;37;11;0
13993;569;233;37;4;0
13994;569;172;27;6;0
13995;569;278;57;17;0
13996;569;182;6;2;0
13997;569;239;63;24;0
13998;569;229;64;22;0
13999;569;275;182;0;0
14000;569;280;63;0;0
14001;570;187;67;2;1
14002;570;172;27;5;2
14003;570;255;32;4;3
14004;570;231;1;1;4
14005;570;207;32;9;5
14006;570;238;37;3;6
14007;570;200;1;12;7
14008;570;229;64;20;8
14009;570;280;63;22;9
14010;570;239;63;16;10
14011;570;284;25;23;11
14012;570;275;182;24;12
14013;570;246;57;19;0
14014;570;271;182;25;0
14015;570;230;37;7;0
14016;570;224;56;17;0
14017;570;250;204;18;0
14018;570;197;58;8;0
14019;570;178;63;15;0
14020;570;233;37;11;0
14021;570;221;25;13;0
14022;570;232;59;21;0
14023;570;252;58;6;0
14024;570;222;25;10;0
14025;570;199;204;14;0
14026;571;231;1;2;1
14027;571;223;6;5;2
14028;571;207;32;6;3
14029;571;252;58;3;4
14030;571;222;25;8;5
14031;571;230;37;7;6
14032;571;221;25;14;7
14033;571;178;63;16;8
14034;571;200;1;15;9
14035;571;197;58;20;10
14036;571;280;63;22;11
14037;571;243;64;25;12
14038;571;235;57;11;0
14039;571;257;67;21;0
14040;571;250;204;9;0
14041;571;172;27;10;0
14042;571;238;37;1;0
14043;571;229;64;24;0
14044;571;187;67;4;0
14045;571;256;70;19;0
14046;571;224;56;17;0
14047;571;199;204;12;0
14048;571;255;32;13;0
14049;571;233;37;26;0
14050;571;260;63;18;0
14051;571;232;59;23;0
14052;571;284;25;0;0
14053;572;238;37;8;1
14054;572;223;6;9;2
14055;572;172;27;1;3
14056;572;182;6;5;4
14057;572;222;25;2;5
14058;572;221;25;4;6
14059;572;230;37;16;7
14060;572;252;58;15;8
14061;572;199;6;7;9
14062;572;235;57;10;10
14063;572;187;67;26;11
14064;572;178;63;18;12
14065;572;255;32;12;13
14066;572;239;63;24;14
14067;572;224;56;20;15
14068;572;229;64;19;16
14069;572;280;63;22;17
14070;572;284;25;21;18
14071;572;197;58;17;19
14072;572;243;204;11;0
14073;572;233;37;6;0
14074;572;207;32;14;0
14075;572;231;1;24;0
14076;572;256;70;13;0
14077;572;250;204;3;0
14078;572;200;1;25;0
14079;572;265;64;0;0
14080;572;232;59;0;0
14081;572;285;25;0;0
14082;573;231;1;1;1
14083;573;221;25;4;2
14084;573;207;32;5;3
14085;573;222;25;7;4
14086;573;200;1;11;5
14087;573;223;6;12;6
14088;573;250;204;10;7
14089;573;182;6;6;8
14090;573;238;37;2;9
14091;573;187;67;14;10
14092;573;252;58;13;11
14093;573;255;32;15;12
14094;573;235;57;16;13
14095;573;230;37;3;14
14096;573;239;63;22;15
14097;573;178;63;20;16
14098;573;256;204;19;17
14099;573;197;58;18;18
14100;573;280;63;21;19
14101;573;265;64;23;20
14102;573;172;27;9;0
14103;573;224;56;17;0
14104;573;233;37;8;0
14105;573;232;59;24;0
14106;573;229;64;0;0
14107;573;278;59;0;0
14108;573;285;25;0;0
14109;574;231;1;1;1
14110;574;222;25;2;2
14111;574;182;6;5;3
14112;574;200;1;17;4
14113;574;233;37;6;5
14114;574;187;67;8;6
14115;574;223;6;14;7
14116;574;178;63;18;8
14117;574;224;56;15;9
14118;574;197;58;16;10
14119;574;239;63;24;11
14120;574;237;64;22;12
14121;574;229;64;21;13
14122;574;286;59;23;14
14123;574;280;63;26;0
14124;574;252;58;9;0
14125;574;230;37;12;0
14126;574;172;27;4;0
14127;574;250;204;10;0
14128;574;256;204;13;0
14129;574;207;32;11;0
14130;574;235;57;19;0
14131;574;255;32;20;0
14132;574;238;37;3;0
14133;574;232;59;25;0
14134;574;221;25;7;0
14135;574;285;25;0;0
14136;575;207;32;1;1
14137;575;221;25;13;2
14138;575;231;1;2;3
